transcript_id	counts
ENST00000475287.2|ENSG00000145819.18|OTTHUMG00000059705.15|OTTHUMT00000132746.4|ARHGAP26-216|ARHGAP26|1228|protein_coding|	8
ENST00000451259.1|ENSG00000145819.18|OTTHUMG00000059705.15|OTTHUMT00000276966.2|ARHGAP26-210|ARHGAP26|527|protein_coding|	7
ENST00000469131.6|ENSG00000145819.18|OTTHUMG00000059705.15|OTTHUMT00000132747.8|ARHGAP26-213|ARHGAP26|676|protein_coding|	20
ENST00000469396.5|ENSG00000145819.18|OTTHUMG00000059705.15|OTTHUMT00000132748.7|ARHGAP26-214|ARHGAP26|513|protein_coding_CDS_not_defined|	22
ENST00000464838.1|ENSG00000145819.18|OTTHUMG00000059705.15|OTTHUMT00000132749.1|ARHGAP26-212|ARHGAP26|556|retained_intron|	3
ENST00000443674.5|ENSG00000145819.18|OTTHUMG00000059705.15|OTTHUMT00000323435.1|ARHGAP26-209|ARHGAP26|2870|protein_coding|	3
ENST00000646213.1|ENSG00000145819.18|OTTHUMG00000059705.15|OTTHUMT00000494313.1|ARHGAP26-223|ARHGAP26|3310|protein_coding_CDS_not_defined|	11
ENST00000523269.5|ENSG00000249669.12|OTTHUMG00000163464.18|OTTHUMT00000381676.1|CARMN-207|CARMN|411|lncRNA|	26
ENST00000505254.6|ENSG00000249669.12|OTTHUMG00000163464.18|OTTHUMT00000373587.2|CARMN-201|CARMN|3950|lncRNA|	20
ENST00000656891.1|ENSG00000249669.12|OTTHUMG00000163464.18|OTTHUMT00000509644.1|CARMN-215|CARMN|847|lncRNA|	5
ENST00000522664.5|ENSG00000197043.15|OTTHUMG00000164179.7|OTTHUMT00000377741.1|ANXA6-213|ANXA6|451|protein_coding|	13
ENST00000377751.9|ENSG00000197043.15|OTTHUMG00000164179.7|OTTHUMT00000377670.1|ANXA6-202|ANXA6|1430|protein_coding|	12
ENST00000700367.1|ENSG00000197043.15|OTTHUMG00000164179.7|-|ANXA6-216|ANXA6|2489|protein_coding|	15
ENST00000517486.5|ENSG00000197043.15|OTTHUMG00000164179.7|OTTHUMT00000377742.2|ANXA6-203|ANXA6|562|protein_coding|	13
ENST00000519644.6|ENSG00000197043.15|OTTHUMG00000164179.7|OTTHUMT00000377706.2|ANXA6-208|ANXA6|728|nonsense_mediated_decay|	24
ENST00000517707.5|ENSG00000197043.15|OTTHUMG00000164179.7|OTTHUMT00000377744.1|ANXA6-205|ANXA6|603|retained_intron|	6
ENST00000521749.5|ENSG00000197043.15|OTTHUMG00000164179.7|OTTHUMT00000377745.1|ANXA6-212|ANXA6|880|protein_coding|	38
ENST00000523164.1|ENSG00000197043.15|OTTHUMG00000164179.7|OTTHUMT00000377746.2|ANXA6-214|ANXA6|923|protein_coding|	31
ENST00000520687.1|ENSG00000113140.11|OTTHUMG00000130122.5|OTTHUMT00000373826.1|SPARC-202|SPARC|1598|retained_intron|	14
ENST00000538026.5|ENSG00000113140.11|OTTHUMG00000130122.5|OTTHUMT00000400803.2|SPARC-208|SPARC|576|protein_coding|	17
ENST00000521569.1|ENSG00000113140.11|OTTHUMG00000130122.5|OTTHUMT00000373829.2|SPARC-204|SPARC|602|protein_coding|	57
ENST00000521327.1|ENSG00000113140.11|OTTHUMG00000130122.5|OTTHUMT00000373827.1|SPARC-203|SPARC|864|retained_intron|	7
ENST00000522348.1|ENSG00000113140.11|OTTHUMG00000130122.5|OTTHUMT00000373828.2|SPARC-205|SPARC|497|protein_coding|	6
ENST00000518862.5|ENSG00000155511.19|OTTHUMG00000130148.7|OTTHUMT00000373904.1|GRIA1-210|GRIA1|586|protein_coding_CDS_not_defined|	7
ENST00000474198.1|ENSG00000155511.19|OTTHUMG00000130148.7|OTTHUMT00000258851.1|GRIA1-204|GRIA1|734|retained_intron|	7
ENST00000518142.5|ENSG00000155511.19|OTTHUMG00000130148.7|OTTHUMT00000374098.1|GRIA1-208|GRIA1|2761|protein_coding|	5
ENST00000517469.1|ENSG00000155511.19|OTTHUMG00000130148.7|OTTHUMT00000373907.1|GRIA1-207|GRIA1|572|protein_coding_CDS_not_defined|	10
ENST00000521843.6|ENSG00000155511.19|OTTHUMG00000130148.7|OTTHUMT00000373905.3|GRIA1-213|GRIA1|3069|protein_coding|	12
ENST00000448073.8|ENSG00000155511.19|OTTHUMG00000130148.7|OTTHUMT00000470859.1|GRIA1-203|GRIA1|2825|protein_coding|	6
ENST00000520327.6|ENSG00000037749.13|OTTHUMG00000130149.4|OTTHUMT00000374215.2|MFAP3-207|MFAP3|1433|protein_coding_CDS_not_defined|	16
ENST00000322602.9|ENSG00000037749.13|OTTHUMG00000130149.4|OTTHUMT00000252457.2|MFAP3-201|MFAP3|2891|protein_coding|	110
ENST00000519928.2|ENSG00000037749.13|OTTHUMG00000130149.4|OTTHUMT00000374214.1|MFAP3-206|MFAP3|5157|nonsense_mediated_decay|	14
ENST00000519612.5|ENSG00000037749.13|OTTHUMG00000130149.4|OTTHUMT00000374217.2|MFAP3-205|MFAP3|583|protein_coding_CDS_not_defined|	35
ENST00000687700.1|ENSG00000155506.19|OTTHUMG00000130191.4|-|LARP1-218|LARP1|6231|protein_coding|	3
ENST00000336314.9|ENSG00000155506.19|OTTHUMG00000130191.4|OTTHUMT00000252509.2|LARP1-201|LARP1|6652|protein_coding|	43
ENST00000518194.1|ENSG00000155506.19|OTTHUMG00000130191.4|OTTHUMT00000377422.2|LARP1-203|LARP1|450|protein_coding|	25
ENST00000518742.1|ENSG00000155506.19|OTTHUMG00000130191.4|OTTHUMT00000377424.2|LARP1-207|LARP1|587|protein_coding|	32
ENST00000688232.1|ENSG00000155506.19|OTTHUMG00000130191.4|-|LARP1-219|LARP1|8399|retained_intron|	18
ENST00000518677.1|ENSG00000155506.19|OTTHUMG00000130191.4|OTTHUMT00000377425.1|LARP1-206|LARP1|827|protein_coding|	29
ENST00000662826.1|ENSG00000254135.3|OTTHUMG00000163519.6|OTTHUMT00000516742.1|ENST00000662826|ENSG00000254135|709|lncRNA|	12
ENST00000668429.1|ENSG00000254135.3|OTTHUMG00000163519.6|OTTHUMT00000516127.1|ENST00000668429|ENSG00000254135|865|lncRNA|	69
ENST00000652854.1|ENSG00000254135.3|OTTHUMG00000163519.6|OTTHUMT00000516807.1|ENST00000652854|ENSG00000254135|664|lncRNA|	44
ENST00000519609.1|ENSG00000254135.3|OTTHUMG00000163519.6|OTTHUMT00000373934.2|ENST00000519609|ENSG00000254135|360|lncRNA|	51
ENST00000522094.5|ENSG00000072571.20|OTTHUMG00000130381.8|OTTHUMT00000374165.2|HMMR-208|HMMR|609|protein_coding|	76
ENST00000353866.7|ENSG00000072571.20|OTTHUMG00000130381.8|OTTHUMT00000317352.4|HMMR-201|HMMR|2872|protein_coding|	16
ENST00000521108.5|ENSG00000072571.20|OTTHUMG00000130381.8|OTTHUMT00000374166.1|HMMR-207|HMMR|671|retained_intron|	44
ENST00000176763.10|ENSG00000072786.13|OTTHUMG00000163265.4|OTTHUMT00000372374.3|STK10-201|STK10|5892|protein_coding|	40
ENST00000523603.1|ENSG00000072786.13|OTTHUMG00000163265.4|OTTHUMT00000372416.1|STK10-215|STK10|543|protein_coding_CDS_not_defined|	7
ENST00000517775.1|ENSG00000072786.13|OTTHUMG00000163265.4|OTTHUMT00000372414.1|STK10-206|STK10|651|protein_coding_CDS_not_defined|	3
ENST00000518267.5|ENSG00000072786.13|OTTHUMG00000163265.4|OTTHUMT00000372379.1|STK10-207|STK10|493|protein_coding_CDS_not_defined|	30
ENST00000519441.5|ENSG00000072786.13|OTTHUMG00000163265.4|OTTHUMT00000372410.1|STK10-209|STK10|540|retained_intron|	8
ENST00000517381.1|ENSG00000072786.13|OTTHUMG00000163265.4|OTTHUMT00000372412.1|STK10-203|STK10|535|protein_coding_CDS_not_defined|	23
ENST00000377227.8|ENSG00000087206.17|OTTHUMG00000130852.5|OTTHUMT00000253422.1|UIMC1-201|UIMC1|2570|protein_coding|	11
ENST00000417486.6|ENSG00000087206.17|OTTHUMG00000130852.5|OTTHUMT00000372173.1|UIMC1-202|UIMC1|1248|retained_intron|	39
ENST00000507513.1|ENSG00000087206.17|OTTHUMG00000130852.5|OTTHUMT00000372178.2|UIMC1-208|UIMC1|425|protein_coding|	4
ENST00000505879.1|ENSG00000087206.17|OTTHUMG00000130852.5|OTTHUMT00000372180.1|UIMC1-206|UIMC1|221|protein_coding_CDS_not_defined|	46
ENST00000428382.2|ENSG00000087206.17|OTTHUMG00000130852.5|OTTHUMT00000372179.3|UIMC1-203|UIMC1|249|protein_coding|	3
ENST00000697323.1|ENSG00000145912.10|OTTHUMG00000130886.5|-|NHP2-207|NHP2|613|retained_intron|	5
ENST00000502263.1|ENSG00000145912.10|OTTHUMG00000130886.5|OTTHUMT00000373570.2|NHP2-203|NHP2|552|retained_intron|	17
ENST00000514354.5|ENSG00000145912.10|OTTHUMG00000130886.5|OTTHUMT00000373569.2|NHP2-206|NHP2|472|protein_coding|	32
ENST00000511078.1|ENSG00000145912.10|OTTHUMG00000130886.5|OTTHUMT00000373571.2|NHP2-205|NHP2|475|protein_coding|	5
ENST00000510363.1|ENSG00000145912.10|OTTHUMG00000130886.5|OTTHUMT00000373572.2|NHP2-204|NHP2|566|retained_intron|	56
ENST00000322434.8|ENSG00000178338.11|OTTHUMG00000130896.5|OTTHUMT00000253482.2|ZNF354B-201|ZNF354B|2794|protein_coding|	97
ENST00000520377.1|ENSG00000178338.11|OTTHUMG00000130896.5|OTTHUMT00000374388.2|ZNF354B-202|ZNF354B|763|protein_coding|	64
ENST00000522624.1|ENSG00000178338.11|OTTHUMG00000130896.5|OTTHUMT00000376351.1|ZNF354B-203|ZNF354B|986|protein_coding_CDS_not_defined|	27
ENST00000319449.9|ENSG00000176783.15|OTTHUMG00000130913.11|OTTHUMT00000253505.3|RUFY1-201|RUFY1|2636|protein_coding|	30
ENST00000503514.1|ENSG00000176783.15|OTTHUMG00000130913.11|OTTHUMT00000371909.1|RUFY1-208|RUFY1|560|protein_coding_CDS_not_defined|	24
ENST00000508797.1|ENSG00000176783.15|OTTHUMG00000130913.11|OTTHUMT00000372032.1|RUFY1-212|RUFY1|1074|protein_coding_CDS_not_defined|	7
ENST00000361132.9|ENSG00000146090.16|OTTHUMG00000130914.8|OTTHUMT00000253526.5|RASGEF1C-201|RASGEF1C|2297|protein_coding|	9
ENST00000615330.4|ENSG00000146090.16|OTTHUMG00000130914.8|-|RASGEF1C-207|RASGEF1C|2268|protein_coding|	13
ENST00000393371.6|ENSG00000146090.16|OTTHUMG00000130914.8|OTTHUMT00000253506.2|RASGEF1C-202|RASGEF1C|2395|protein_coding|	4
ENST00000522500.5|ENSG00000146090.16|OTTHUMG00000130914.8|OTTHUMT00000373857.2|RASGEF1C-206|RASGEF1C|2055|protein_coding|	31
ENST00000519456.1|ENSG00000146090.16|OTTHUMG00000130914.8|OTTHUMT00000373896.1|RASGEF1C-203|RASGEF1C|520|protein_coding_CDS_not_defined|	24
ENST00000452135.7|ENSG00000050748.18|OTTHUMG00000130934.9|OTTHUMT00000253530.3|MAPK9-207|MAPK9|4799|protein_coding|	26
ENST00000343111.10|ENSG00000050748.18|OTTHUMG00000130934.9|OTTHUMT00000253531.3|MAPK9-201|MAPK9|4369|protein_coding|	5
ENST00000393362.8|ENSG00000050748.18|OTTHUMG00000130934.9|OTTHUMT00000373945.2|MAPK9-204|MAPK9|1344|nonsense_mediated_decay|	2
ENST00000524170.5|ENSG00000050748.18|OTTHUMG00000130934.9|OTTHUMT00000373953.1|MAPK9-212|MAPK9|538|protein_coding_CDS_not_defined|	27
ENST00000425491.6|ENSG00000050748.18|OTTHUMG00000130934.9|OTTHUMT00000373943.1|MAPK9-206|MAPK9|2266|protein_coding|	17
ENST00000523583.1|ENSG00000050748.18|OTTHUMG00000130934.9|OTTHUMT00000373954.2|MAPK9-211|MAPK9|657|protein_coding|	21
ENST00000315073.10|ENSG00000146063.20|OTTHUMG00000130965.10|OTTHUMT00000253574.4|TRIM41-201|TRIM41|3645|protein_coding|	64
ENST00000351937.9|ENSG00000146063.20|OTTHUMG00000130965.10|OTTHUMT00000253573.4|TRIM41-202|TRIM41|2696|protein_coding|	35
ENST00000515834.1|ENSG00000146063.20|OTTHUMG00000130965.10|OTTHUMT00000372934.2|TRIM41-209|TRIM41|7015|retained_intron|	33
ENST00000434640.5|ENSG00000137274.13|OTTHUMG00000014140.7|OTTHUMT00000346932.3|BPHL-208|BPHL|1186|protein_coding|	36
ENST00000430655.6|ENSG00000137274.13|OTTHUMG00000014140.7|OTTHUMT00000346929.2|BPHL-206|BPHL|2157|nonsense_mediated_decay|	8
ENST00000380379.10|ENSG00000137274.13|OTTHUMG00000014140.7|OTTHUMT00000039670.6|BPHL-203|BPHL|1909|protein_coding|	4
ENST00000479273.1|ENSG00000137274.13|OTTHUMG00000014140.7|OTTHUMT00000346933.1|BPHL-210|BPHL|607|retained_intron|	5
ENST00000380368.6|ENSG00000137274.13|OTTHUMG00000014140.7|-|BPHL-201|BPHL|797|protein_coding|	17
ENST00000423798.1|ENSG00000137274.13|OTTHUMG00000014140.7|OTTHUMT00000346935.1|BPHL-204|BPHL|576|protein_coding|	73
ENST00000337659.11|ENSG00000112739.17|OTTHUMG00000014157.7|OTTHUMT00000314018.3|PRPF4B-201|PRPF4B|7517|protein_coding|	34
ENST00000481109.5|ENSG00000112739.17|OTTHUMG00000014157.7|OTTHUMT00000039706.3|PRPF4B-206|PRPF4B|2364|nonsense_mediated_decay|	5
ENST00000463634.6|ENSG00000112739.17|OTTHUMG00000014157.7|OTTHUMT00000039705.5|PRPF4B-203|PRPF4B|2590|retained_intron|	5
ENST00000466185.1|ENSG00000112739.17|OTTHUMG00000014157.7|OTTHUMT00000039710.3|PRPF4B-204|PRPF4B|1297|protein_coding_CDS_not_defined|	22
ENST00000494674.1|ENSG00000112739.17|OTTHUMG00000014157.7|OTTHUMT00000039713.1|PRPF4B-209|PRPF4B|1727|protein_coding_CDS_not_defined|	9
ENST00000461612.1|ENSG00000112739.17|OTTHUMG00000014157.7|OTTHUMT00000039712.1|PRPF4B-202|PRPF4B|629|protein_coding_CDS_not_defined|	13
ENST00000504387.5|ENSG00000111859.17|OTTHUMG00000014255.8|OTTHUMT00000039854.2|NEDD9-208|NEDD9|3211|protein_coding|	18
ENST00000397378.7|ENSG00000111859.17|OTTHUMG00000014255.8|OTTHUMT00000367566.2|NEDD9-203|NEDD9|470|protein_coding|	12
