transcript_id	counts
ENST00000492476.1|ENSG00000158286.13|OTTHUMG00000001089.5|OTTHUMT00000099313.2|RNF207-207|RNF207|612|retained_intron|	21
ENST00000483336.1|ENSG00000158286.13|OTTHUMG00000001089.5|OTTHUMT00000099314.1|RNF207-204|RNF207|473|protein_coding_CDS_not_defined|	15
ENST00000377674.9|ENSG00000204859.13|OTTHUMG00000001438.5|OTTHUMT00000004193.2|ZBTB48-202|ZBTB48|2347|protein_coding|	10
ENST00000319084.9|ENSG00000204859.13|OTTHUMG00000001438.5|OTTHUMT00000004196.3|ZBTB48-201|ZBTB48|1050|protein_coding|	7
ENST00000435905.5|ENSG00000204859.13|OTTHUMG00000001438.5|OTTHUMT00000004197.2|ZBTB48-203|ZBTB48|1001|protein_coding|	6
ENST00000488936.1|ENSG00000204859.13|OTTHUMG00000001438.5|OTTHUMT00000004198.3|ZBTB48-207|ZBTB48|784|protein_coding|	7
ENST00000482360.5|ENSG00000204859.13|OTTHUMG00000001438.5|OTTHUMT00000004194.1|ZBTB48-206|ZBTB48|2484|retained_intron|	10
ENST00000466813.1|ENSG00000204859.13|OTTHUMG00000001438.5|OTTHUMT00000004199.2|ZBTB48-204|ZBTB48|790|nonsense_mediated_decay|	20
ENST00000466941.1|ENSG00000204859.13|OTTHUMG00000001438.5|OTTHUMT00000004200.1|ZBTB48-205|ZBTB48|523|retained_intron|	8
ENST00000464920.2|ENSG00000074800.16|OTTHUMG00000001773.11|OTTHUMT00000004946.2|ENO1-203|ENO1|2548|retained_intron|	10
ENST00000647408.1|ENSG00000074800.16|OTTHUMG00000001773.11|OTTHUMT00000494647.4|ENO1-216|ENO1|1782|protein_coding|	24
ENST00000646680.1|ENSG00000074800.16|OTTHUMG00000001773.11|OTTHUMT00000494652.1|ENO1-214|ENO1|557|nonsense_mediated_decay|	27
ENST00000489867.2|ENSG00000074800.16|OTTHUMG00000001773.11|OTTHUMT00000494657.1|ENO1-205|ENO1|637|protein_coding|	21
ENST00000492343.2|ENSG00000074800.16|OTTHUMG00000001773.11|OTTHUMT00000083602.3|ENO1-206|ENO1|1247|retained_intron|	19
ENST00000414948.1|ENSG00000074800.16|OTTHUMG00000001773.11|OTTHUMT00000004953.1|ENO1-202|ENO1|744|protein_coding_CDS_not_defined|	8
ENST00000698711.1|ENSG00000171608.18|OTTHUMG00000001450.3|-|PIK3CD-211|PIK3CD|1545|retained_intron|	25
ENST00000698712.1|ENSG00000171608.18|OTTHUMG00000001450.3|-|PIK3CD-212|PIK3CD|5061|protein_coding|	21
ENST00000484851.1|ENSG00000171608.18|OTTHUMG00000001450.3|OTTHUMT00000004238.2|PIK3CD-205|PIK3CD|515|protein_coding_CDS_not_defined|	21
ENST00000698717.1|ENSG00000171608.18|OTTHUMG00000001450.3|-|PIK3CD-217|PIK3CD|2159|retained_intron|	35
ENST00000698786.1|ENSG00000171608.18|OTTHUMG00000001450.3|-|PIK3CD-220|PIK3CD|613|retained_intron|	6
ENST00000377093.9|ENSG00000054523.20|OTTHUMG00000001817.2|OTTHUMT00000005104.1|KIF1B-205|KIF1B|7800|protein_coding|	29
ENST00000696500.1|ENSG00000054523.20|OTTHUMG00000001817.2|-|KIF1B-215|KIF1B|7839|nonsense_mediated_decay|	8
ENST00000696501.1|ENSG00000054523.20|OTTHUMG00000001817.2|-|KIF1B-216|KIF1B|890|protein_coding|	3
ENST00000696504.1|ENSG00000054523.20|OTTHUMG00000001817.2|-|KIF1B-219|KIF1B|6879|protein_coding|	11
ENST00000377086.5|ENSG00000054523.20|OTTHUMG00000001817.2|OTTHUMT00000005102.1|KIF1B-204|KIF1B|10669|protein_coding|	6
ENST00000377081.5|ENSG00000054523.20|OTTHUMG00000001817.2|OTTHUMT00000005106.1|KIF1B-202|KIF1B|8746|protein_coding|	8
ENST00000465635.5|ENSG00000054523.20|OTTHUMG00000001817.2|OTTHUMT00000005109.1|KIF1B-206|KIF1B|759|protein_coding_CDS_not_defined|	24
ENST00000470616.1|ENSG00000054523.20|OTTHUMG00000001817.2|OTTHUMT00000005111.1|KIF1B-207|KIF1B|519|retained_intron|	21
ENST00000491493.5|ENSG00000142657.21|OTTHUMG00000001905.5|OTTHUMT00000005399.3|PGD-207|PGD|806|protein_coding|	14
ENST00000487775.1|ENSG00000142657.21|OTTHUMG00000001905.5|OTTHUMT00000005401.1|PGD-206|PGD|462|retained_intron|	13
ENST00000270776.13|ENSG00000142657.21|OTTHUMG00000001905.5|OTTHUMT00000005398.2|PGD-201|PGD|2268|protein_coding|	10
ENST00000477958.5|ENSG00000142657.21|OTTHUMG00000001905.5|OTTHUMT00000005402.2|PGD-204|PGD|508|nonsense_mediated_decay|	5
ENST00000460189.1|ENSG00000142657.21|OTTHUMG00000001905.5|OTTHUMT00000005405.2|PGD-202|PGD|767|protein_coding|	4
ENST00000493288.1|ENSG00000142657.21|OTTHUMG00000001905.5|OTTHUMT00000083939.1|PGD-208|PGD|476|retained_intron|	15
ENST00000498356.1|ENSG00000142657.21|OTTHUMG00000001905.5|OTTHUMT00000005406.2|PGD-210|PGD|790|protein_coding_CDS_not_defined|	11
ENST00000496718.1|ENSG00000142657.21|OTTHUMG00000001905.5|OTTHUMT00000083940.1|PGD-209|PGD|506|retained_intron|	7
ENST00000476512.5|ENSG00000177674.16|OTTHUMG00000002230.6|OTTHUMT00000006342.2|AGTRAP-209|AGTRAP|942|nonsense_mediated_decay|	6
ENST00000400895.6|ENSG00000177674.16|OTTHUMG00000002230.6|OTTHUMT00000366954.1|AGTRAP-205|AGTRAP|786|protein_coding|	24
ENST00000376629.8|ENSG00000177674.16|OTTHUMG00000002230.6|OTTHUMT00000006336.2|AGTRAP-203|AGTRAP|1100|protein_coding|	5
ENST00000452018.6|ENSG00000177674.16|OTTHUMG00000002230.6|OTTHUMT00000366955.1|AGTRAP-206|AGTRAP|809|protein_coding|	33
ENST00000510878.1|ENSG00000177674.16|OTTHUMG00000002230.6|OTTHUMT00000366956.1|AGTRAP-212|AGTRAP|849|protein_coding|	12
ENST00000476309.5|ENSG00000177674.16|OTTHUMG00000002230.6|OTTHUMT00000006340.2|AGTRAP-208|AGTRAP|748|protein_coding_CDS_not_defined|	16
ENST00000514733.5|ENSG00000177674.16|OTTHUMG00000002230.6|OTTHUMT00000366957.1|AGTRAP-214|AGTRAP|919|retained_intron|	15
ENST00000471765.1|ENSG00000177674.16|OTTHUMG00000002230.6|OTTHUMT00000006343.1|AGTRAP-207|AGTRAP|717|protein_coding_CDS_not_defined|	25
ENST00000376590.9|ENSG00000177000.13|OTTHUMG00000002277.8|OTTHUMT00000006539.3|MTHFR-204|MTHFR|7018|protein_coding|	7
ENST00000376585.6|ENSG00000177000.13|OTTHUMG00000002277.8|OTTHUMT00000006544.2|MTHFR-203|MTHFR|8094|protein_coding|	23
ENST00000641747.1|ENSG00000177000.13|OTTHUMG00000002277.8|OTTHUMT00000493055.1|MTHFR-214|MTHFR|3227|nonsense_mediated_decay|	9
ENST00000642002.1|ENSG00000177000.13|OTTHUMG00000002277.8|OTTHUMT00000493066.1|MTHFR-219|MTHFR|549|protein_coding_CDS_not_defined|	48
ENST00000413656.5|ENSG00000177000.13|OTTHUMG00000002277.8|OTTHUMT00000006545.2|MTHFR-206|MTHFR|398|protein_coding|	16
ENST00000540400.1|ENSG00000187144.11|OTTHUMG00000002312.3|-|SPATA21-205|SPATA21|1773|protein_coding|	17
ENST00000375577.5|ENSG00000187144.11|OTTHUMG00000002312.3|OTTHUMT00000006678.1|SPATA21-202|SPATA21|1136|protein_coding|	57
ENST00000612240.1|ENSG00000187144.11|OTTHUMG00000002312.3|-|SPATA21-206|SPATA21|603|protein_coding|	72
ENST00000420513.1|ENSG00000219481.11|OTTHUMG00000002487.10|OTTHUMT00000092465.1|NBPF1-202|NBPF1|488|protein_coding_CDS_not_defined|	32
ENST00000599069.5|ENSG00000219481.11|OTTHUMG00000002487.10|OTTHUMT00000467181.1|NBPF1-205|NBPF1|2752|protein_coding_CDS_not_defined|	65
ENST00000327535.6|ENSG00000185436.12|OTTHUMG00000003036.3|OTTHUMT00000008402.2|IFNLR1-201|IFNLR1|4566|protein_coding|	46
ENST00000327575.6|ENSG00000185436.12|OTTHUMG00000003036.3|OTTHUMT00000008404.1|IFNLR1-202|IFNLR1|1476|protein_coding|	52
ENST00000374419.1|ENSG00000185436.12|OTTHUMG00000003036.3|OTTHUMT00000008406.1|IFNLR1-204|IFNLR1|953|protein_coding|	83
ENST00000497755.1|ENSG00000169504.15|OTTHUMG00000003327.5|OTTHUMT00000009334.2|CLIC4-204|CLIC4|672|protein_coding_CDS_not_defined|	21
ENST00000374379.9|ENSG00000169504.15|OTTHUMG00000003327.5|OTTHUMT00000009332.2|CLIC4-201|CLIC4|4253|protein_coding|	83
ENST00000636219.1|ENSG00000117713.21|OTTHUMG00000004004.13|OTTHUMT00000393246.2|ARID1A-211|ARID1A|7058|protein_coding|	13
ENST00000636958.1|ENSG00000117713.21|OTTHUMG00000004004.13|OTTHUMT00000489311.1|ARID1A-214|ARID1A|1388|protein_coding_CDS_not_defined|	6
ENST00000636422.1|ENSG00000117713.21|OTTHUMG00000004004.13|OTTHUMT00000489312.1|ARID1A-212|ARID1A|1324|retained_intron|	13
ENST00000636110.1|ENSG00000117713.21|OTTHUMG00000004004.13|OTTHUMT00000489316.1|ARID1A-210|ARID1A|3450|retained_intron|	9
ENST00000636072.1|ENSG00000117713.21|OTTHUMG00000004004.13|OTTHUMT00000489313.1|ARID1A-209|ARID1A|1128|retained_intron|	5
ENST00000636794.1|ENSG00000117713.21|OTTHUMG00000004004.13|OTTHUMT00000489314.1|ARID1A-213|ARID1A|1068|protein_coding_CDS_not_defined|	15
ENST00000658212.1|ENSG00000223382.6|OTTHUMG00000003749.16|OTTHUMT00000507985.1|LINC01778-210|LINC01778|1112|lncRNA|	20
ENST00000671661.1|ENSG00000223382.6|OTTHUMG00000003749.16|OTTHUMT00000488662.2|LINC01778-214|LINC01778|1651|lncRNA|	9
ENST00000659416.1|ENSG00000223382.6|OTTHUMG00000003749.16|OTTHUMT00000507937.1|LINC01778-211|LINC01778|1176|lncRNA|	26
ENST00000635044.1|ENSG00000223382.6|OTTHUMG00000003749.16|OTTHUMT00000488663.1|LINC01778-207|LINC01778|948|lncRNA|	14
ENST00000438790.1|ENSG00000223382.6|OTTHUMG00000003749.16|OTTHUMT00000010557.4|LINC01778-202|LINC01778|446|lncRNA|	19
ENST00000667276.1|ENSG00000223382.6|OTTHUMG00000003749.16|OTTHUMT00000507524.1|LINC01778-213|LINC01778|785|lncRNA|	18
ENST00000528449.1|ENSG00000084628.10|OTTHUMG00000003788.5|OTTHUMT00000381811.1|NKAIN1-203|NKAIN1|585|protein_coding_CDS_not_defined|	16
ENST00000526106.5|ENSG00000084628.10|OTTHUMG00000003788.5|OTTHUMT00000381812.1|NKAIN1-202|NKAIN1|569|protein_coding|	48
ENST00000533581.1|ENSG00000084628.10|OTTHUMG00000003788.5|OTTHUMT00000381814.1|NKAIN1-205|NKAIN1|512|retained_intron|	63
ENST00000373703.5|ENSG00000162517.13|OTTHUMG00000003877.3|OTTHUMT00000011046.2|PEF1-201|PEF1|1614|protein_coding|	26
ENST00000461006.5|ENSG00000162517.13|OTTHUMG00000003877.3|OTTHUMT00000091412.1|PEF1-202|PEF1|732|protein_coding_CDS_not_defined|	24
ENST00000489164.5|ENSG00000162517.13|OTTHUMG00000003877.3|OTTHUMT00000011048.1|PEF1-206|PEF1|865|protein_coding_CDS_not_defined|	14
ENST00000492061.5|ENSG00000162517.13|OTTHUMG00000003877.3|OTTHUMT00000011049.1|PEF1-207|PEF1|936|protein_coding_CDS_not_defined|	15
ENST00000496805.5|ENSG00000162517.13|OTTHUMG00000003877.3|OTTHUMT00000011050.1|PEF1-208|PEF1|742|protein_coding_CDS_not_defined|	24
ENST00000472443.1|ENSG00000162517.13|OTTHUMG00000003877.3|OTTHUMT00000011051.1|PEF1-204|PEF1|687|protein_coding_CDS_not_defined|	59
ENST00000468695.6|ENSG00000176261.16|OTTHUMG00000007856.9|OTTHUMT00000021669.3|ZBTB8OS-208|ZBTB8OS|1567|protein_coding|	36
ENST00000373506.8|ENSG00000176261.16|OTTHUMG00000007856.9|OTTHUMT00000095288.2|ZBTB8OS-203|ZBTB8OS|766|protein_coding|	18
ENST00000467652.5|ENSG00000176261.16|OTTHUMG00000007856.9|OTTHUMT00000095293.1|ZBTB8OS-207|ZBTB8OS|388|retained_intron|	30
ENST00000498691.5|ENSG00000176261.16|OTTHUMG00000007856.9|OTTHUMT00000095292.2|ZBTB8OS-215|ZBTB8OS|541|nonsense_mediated_decay|	8
ENST00000473294.7|ENSG00000176261.16|OTTHUMG00000007856.9|OTTHUMT00000021953.3|ZBTB8OS-209|ZBTB8OS|620|nonsense_mediated_decay|	39
ENST00000476493.6|ENSG00000176261.16|OTTHUMG00000007856.9|OTTHUMT00000095291.3|ZBTB8OS-211|ZBTB8OS|588|nonsense_mediated_decay|	13
ENST00000530710.5|ENSG00000116497.18|OTTHUMG00000003955.9|OTTHUMT00000393521.3|S100PBP-214|S100PBP|725|protein_coding|	34
ENST00000531123.5|ENSG00000116497.18|OTTHUMG00000003955.9|OTTHUMT00000393523.2|S100PBP-215|S100PBP|1688|protein_coding_CDS_not_defined|	29
ENST00000526230.1|ENSG00000116497.18|OTTHUMG00000003955.9|OTTHUMT00000393524.3|S100PBP-210|S100PBP|573|protein_coding|	16
ENST00000482212.1|ENSG00000116497.18|OTTHUMG00000003955.9|OTTHUMT00000011269.4|S100PBP-207|S100PBP|706|protein_coding|	45
ENST00000524535.5|ENSG00000116497.18|OTTHUMG00000003955.9|OTTHUMT00000393528.1|S100PBP-208|S100PBP|531|protein_coding_CDS_not_defined|	10
ENST00000527692.1|ENSG00000116497.18|OTTHUMG00000003955.9|OTTHUMT00000393529.1|S100PBP-211|S100PBP|551|protein_coding_CDS_not_defined|	6
ENST00000329151.5|ENSG00000121900.19|OTTHUMG00000004016.4|OTTHUMT00000011475.1|TMEM54-201|TMEM54|871|protein_coding|	11
ENST00000373463.8|ENSG00000121900.19|OTTHUMG00000004016.4|OTTHUMT00000011474.2|TMEM54-202|TMEM54|1030|protein_coding|	37
ENST00000474144.5|ENSG00000121900.19|OTTHUMG00000004016.4|OTTHUMT00000011477.1|TMEM54-204|TMEM54|748|protein_coding_CDS_not_defined|	20
ENST00000475208.5|ENSG00000121900.19|OTTHUMG00000004016.4|OTTHUMT00000011478.1|TMEM54-205|TMEM54|768|protein_coding_CDS_not_defined|	48
ENST00000463914.1|ENSG00000121900.19|OTTHUMG00000004016.4|OTTHUMT00000011479.1|TMEM54-203|TMEM54|606|protein_coding_CDS_not_defined|	12
ENST00000373381.9|ENSG00000121904.19|OTTHUMG00000011135.10|-|CSMD2-204|CSMD2|13655|protein_coding|	4
ENST00000619121.4|ENSG00000121904.19|OTTHUMG00000011135.10|-|CSMD2-209|CSMD2|13430|protein_coding|	16
ENST00000373388.7|ENSG00000121904.19|OTTHUMG00000011135.10|OTTHUMT00000030634.4|CSMD2-205|CSMD2|13108|protein_coding|	32
ENST00000465819.1|ENSG00000121904.19|OTTHUMG00000011135.10|OTTHUMT00000036546.5|CSMD2-206|CSMD2|749|protein_coding|	1
ENST00000489419.1|ENSG00000121904.19|OTTHUMG00000011135.10|OTTHUMT00000036405.1|CSMD2-208|CSMD2|2431|retained_intron|	7
ENST00000338325.1|ENSG00000121904.19|OTTHUMG00000011135.10|OTTHUMT00000036404.2|CSMD2-201|CSMD2|1544|protein_coding_CDS_not_defined|	15
ENST00000314607.11|ENSG00000146463.12|OTTHUMG00000004241.6|OTTHUMT00000012207.4|ZMYM4-201|ZMYM4|7366|protein_coding|	70
ENST00000441447.1|ENSG00000146463.12|OTTHUMG00000004241.6|OTTHUMT00000012208.3|ZMYM4-202|ZMYM4|466|protein_coding|	12
ENST00000457946.1|ENSG00000146463.12|OTTHUMG00000004241.6|OTTHUMT00000012209.1|ZMYM4-203|ZMYM4|6003|protein_coding|	35
ENST00000482131.1|ENSG00000146463.12|OTTHUMG00000004241.6|OTTHUMT00000012680.1|ZMYM4-205|ZMYM4|640|protein_coding_CDS_not_defined|	22
ENST00000470175.1|ENSG00000146463.12|OTTHUMG00000004241.6|OTTHUMT00000012681.1|ZMYM4-204|ZMYM4|427|protein_coding_CDS_not_defined|	37
ENST00000373091.8|ENSG00000163873.10|OTTHUMG00000004189.2|OTTHUMT00000012053.2|GRIK3-201|GRIK3|9491|protein_coding|	47
ENST00000373093.4|ENSG00000163873.10|OTTHUMG00000004189.2|OTTHUMT00000012054.1|GRIK3-202|GRIK3|2955|protein_coding|	35
ENST00000462621.1|ENSG00000163873.10|OTTHUMG00000004189.2|OTTHUMT00000012055.1|GRIK3-203|GRIK3|558|protein_coding_CDS_not_defined|	112
ENST00000668045.1|ENSG00000233621.3|OTTHUMG00000004224.3|OTTHUMT00000528325.1|LITATS1-202|LITATS1|1867|lncRNA|	14
ENST00000691215.1|ENSG00000233621.3|OTTHUMG00000004224.3|-|LITATS1-207|LITATS1|1263|lncRNA|	21
ENST00000689160.2|ENSG00000233621.3|OTTHUMG00000004224.3|-|LITATS1-204|LITATS1|1319|lncRNA|	48
ENST00000689210.1|ENSG00000233621.3|OTTHUMG00000004224.3|-|LITATS1-205|LITATS1|1264|lncRNA|	38
ENST00000432874.7|ENSG00000183317.17|OTTHUMG00000004325.4|OTTHUMT00000012499.3|EPHA10-204|EPHA10|2096|nonsense_mediated_decay|	18
ENST00000437645.5|ENSG00000183317.17|OTTHUMG00000004325.4|OTTHUMT00000012496.3|EPHA10-205|EPHA10|2333|nonsense_mediated_decay|	63
ENST00000427468.6|ENSG00000183317.17|OTTHUMG00000004325.4|-|EPHA10-203|EPHA10|3167|protein_coding|	14
ENST00000525749.1|ENSG00000183317.17|OTTHUMG00000004325.4|OTTHUMT00000388629.1|EPHA10-209|EPHA10|551|nonsense_mediated_decay|	88
ENST00000456813.3|ENSG00000228436.4|OTTHUMG00000000491.5|OTTHUMT00000001225.1|RRAGC-DT-203|RRAGC-DT|605|lncRNA|	21
ENST00000667635.1|ENSG00000228436.4|OTTHUMG00000000491.5|OTTHUMT00000528766.1|RRAGC-DT-205|RRAGC-DT|1172|lncRNA|	16
ENST00000433671.2|ENSG00000228436.4|OTTHUMG00000000491.5|OTTHUMT00000001223.2|RRAGC-DT-201|RRAGC-DT|630|lncRNA|	13
ENST00000443161.1|ENSG00000228436.4|OTTHUMG00000000491.5|OTTHUMT00000001224.1|RRAGC-DT-202|RRAGC-DT|424|lncRNA|	20
ENST00000372748.8|ENSG00000049089.15|OTTHUMG00000005761.7|OTTHUMT00000015764.4|COL9A2-202|COL9A2|2852|protein_coding|	13
ENST00000427563.1|ENSG00000049089.15|OTTHUMG00000005761.7|OTTHUMT00000019142.2|COL9A2-204|COL9A2|548|protein_coding_CDS_not_defined|	24
ENST00000496215.5|ENSG00000049089.15|OTTHUMG00000005761.7|OTTHUMT00000019139.1|COL9A2-211|COL9A2|668|retained_intron|	11
ENST00000372736.3|ENSG00000049089.15|OTTHUMG00000005761.7|OTTHUMT00000019136.2|COL9A2-201|COL9A2|319|protein_coding|	37
ENST00000461118.6|ENSG00000049089.15|OTTHUMG00000005761.7|OTTHUMT00000019134.2|COL9A2-205|COL9A2|1155|retained_intron|	7
ENST00000490132.1|ENSG00000049089.15|OTTHUMG00000005761.7|OTTHUMT00000019138.1|COL9A2-209|COL9A2|492|protein_coding_CDS_not_defined|	73
ENST00000495948.1|ENSG00000049089.15|OTTHUMG00000005761.7|OTTHUMT00000019135.1|COL9A2-210|COL9A2|423|retained_intron|	8
ENST00000678038.1|ENSG00000171960.12|OTTHUMG00000007520.7|-|PPIH-214|PPIH|937|nonsense_mediated_decay|	43
ENST00000676675.1|ENSG00000171960.12|OTTHUMG00000007520.7|-|PPIH-207|PPIH|2060|protein_coding|	1
ENST00000678193.1|ENSG00000171960.12|OTTHUMG00000007520.7|-|PPIH-216|PPIH|2304|nonsense_mediated_decay|	11
ENST00000304979.8|ENSG00000171960.12|OTTHUMG00000007520.7|OTTHUMT00000019778.2|PPIH-201|PPIH|754|protein_coding|	9
ENST00000678803.1|ENSG00000171960.12|OTTHUMG00000007520.7|-|PPIH-219|PPIH|2315|protein_coding|	8
ENST00000679245.1|ENSG00000171960.12|OTTHUMG00000007520.7|-|PPIH-220|PPIH|1309|protein_coding|	5
ENST00000372549.1|ENSG00000171960.12|OTTHUMG00000007520.7|OTTHUMT00000019780.2|PPIH-202|PPIH|327|protein_coding_CDS_not_defined|	9
ENST00000372457.9|ENSG00000159479.17|OTTHUMG00000007421.7|OTTHUMT00000318959.2|MED8-203|MED8|1968|protein_coding|	12
ENST00000372455.4|ENSG00000159479.17|OTTHUMG00000007421.7|OTTHUMT00000019491.2|MED8-202|MED8|1186|protein_coding|	6
ENST00000460803.1|ENSG00000159479.17|OTTHUMG00000007421.7|OTTHUMT00000019494.1|MED8-204|MED8|710|retained_intron|	14
ENST00000638631.1|ENSG00000198198.17|OTTHUMG00000007423.17|OTTHUMT00000491939.1|SZT2-212|SZT2|2574|retained_intron|	19
ENST00000634258.3|ENSG00000198198.17|OTTHUMG00000007423.17|OTTHUMT00000488074.4|SZT2-210|SZT2|14136|protein_coding|	6
ENST00000639852.1|ENSG00000198198.17|OTTHUMG00000007423.17|OTTHUMT00000491940.1|SZT2-216|SZT2|1314|nonsense_mediated_decay|	2
ENST00000478140.1|ENSG00000198198.17|OTTHUMG00000007423.17|OTTHUMT00000091288.1|SZT2-208|SZT2|543|retained_intron|	15
ENST00000649403.1|ENSG00000198198.17|OTTHUMG00000007423.17|OTTHUMT00000500959.1|SZT2-219|SZT2|5296|protein_coding_CDS_not_defined|	15
ENST00000638769.1|ENSG00000198198.17|OTTHUMG00000007423.17|OTTHUMT00000491942.1|SZT2-214|SZT2|307|retained_intron|	11
ENST00000639197.1|ENSG00000198198.17|OTTHUMG00000007423.17|OTTHUMT00000491943.1|SZT2-215|SZT2|2204|retained_intron|	17
ENST00000470897.2|ENSG00000198198.17|OTTHUMG00000007423.17|OTTHUMT00000334864.6|SZT2-206|SZT2|468|protein_coding_CDS_not_defined|	24
ENST00000460536.1|ENSG00000198198.17|OTTHUMG00000007423.17|OTTHUMT00000019519.7|SZT2-204|SZT2|4286|retained_intron|	24
ENST00000640484.1|ENSG00000198198.17|OTTHUMG00000007423.17|OTTHUMT00000491945.1|SZT2-217|SZT2|2266|retained_intron|	6
ENST00000470844.5|ENSG00000154222.15|OTTHUMG00000008102.6|OTTHUMT00000022200.1|CC2D1B-207|CC2D1B|728|protein_coding_CDS_not_defined|	21
ENST00000460261.5|ENSG00000154222.15|OTTHUMG00000008102.6|OTTHUMT00000022195.2|CC2D1B-205|CC2D1B|2640|protein_coding_CDS_not_defined|	28
ENST00000460370.1|ENSG00000154222.15|OTTHUMG00000008102.6|OTTHUMT00000022198.1|CC2D1B-206|CC2D1B|577|retained_intron|	37
ENST00000492426.1|ENSG00000154222.15|OTTHUMG00000008102.6|OTTHUMT00000022199.1|CC2D1B-210|CC2D1B|170|retained_intron|	34
ENST00000662198.1|ENSG00000157193.18|OTTHUMG00000008924.46|OTTHUMT00000504910.2|LRP8-229|LRP8|4534|protein_coding|	66
ENST00000653217.1|ENSG00000157193.18|OTTHUMG00000008924.46|OTTHUMT00000504946.1|LRP8-215|LRP8|3854|protein_coding|	49
ENST00000669432.1|ENSG00000157193.18|OTTHUMG00000008924.46|OTTHUMT00000504938.2|LRP8-236|LRP8|10750|retained_intron|	29
ENST00000653169.1|ENSG00000157193.18|OTTHUMG00000008924.46|OTTHUMT00000504942.1|LRP8-214|LRP8|1263|protein_coding|	71
ENST00000666885.1|ENSG00000224209.8|OTTHUMG00000009143.28|OTTHUMT00000522659.1|LINC00466-226|LINC00466|1348|lncRNA|	20
ENST00000656229.1|ENSG00000224209.8|OTTHUMG00000009143.28|OTTHUMT00000510812.1|LINC00466-215|LINC00466|1498|lncRNA|	51
ENST00000662911.1|ENSG00000224209.8|OTTHUMG00000009143.28|OTTHUMT00000509325.1|LINC00466-221|LINC00466|1301|lncRNA|	16
ENST00000671620.1|ENSG00000224209.8|OTTHUMG00000009143.28|OTTHUMT00000525706.1|LINC00466-233|LINC00466|1446|lncRNA|	12
ENST00000635218.1|ENSG00000224209.8|OTTHUMG00000009143.28|OTTHUMT00000488718.1|LINC00466-208|LINC00466|1217|lncRNA|	6
ENST00000355977.10|ENSG00000198160.15|OTTHUMG00000009194.3|-|MIER1-202|MIER1|3595|protein_coding|	48
ENST00000371016.5|ENSG00000198160.15|OTTHUMG00000009194.3|OTTHUMT00000025941.1|MIER1-206|MIER1|1802|protein_coding|	13
ENST00000371012.6|ENSG00000198160.15|OTTHUMG00000009194.3|OTTHUMT00000025938.2|MIER1-204|MIER1|2420|protein_coding|	45
ENST00000488146.5|ENSG00000024526.17|OTTHUMG00000009212.5|OTTHUMT00000025517.1|DEPDC1-203|DEPDC1|2658|retained_intron|	41
ENST00000489862.1|ENSG00000024526.17|OTTHUMG00000009212.5|OTTHUMT00000025515.2|DEPDC1-204|DEPDC1|1613|nonsense_mediated_decay|	21
ENST00000310961.9|ENSG00000033122.21|OTTHUMG00000059194.7|OTTHUMT00000131262.2|LRRC7-201|LRRC7|6507|protein_coding|	7
ENST00000370958.5|ENSG00000033122.21|OTTHUMG00000059194.7|OTTHUMT00000131263.2|LRRC7-202|LRRC7|2375|protein_coding|	4
ENST00000651217.1|ENSG00000033122.21|OTTHUMG00000059194.7|OTTHUMT00000131261.2|LRRC7-213|LRRC7|5000|retained_intron|	18
